1	Wells Fargo introduces cardless ATMs across U.S. in digital push	Wells Fargo introduces cardless ATMs across U.S. in digital push Starting on Monday , Wells Fargo & Co depositors can withdraw money using a smartphone at any branded ATM , the latest sign of U.S. lenders moving away from traditional brick-and-mortar banking. Jonathan Velline , Wells Fargo ' s head of ATM and branch banking , said that the San Francisco-based bank decided to apply the smartphone technology to all of its number , number cash machines after piloting the idea in select locations across the country. Bank of America Corp and JPMorgan Chase & Co are among the big banks that have announced digital upgrades to their ATM infrastructure , but Wells Fargo is the first U.S. bank to roll out cardless machines across its entire network.
1	Samsung's new AI assistant will take on Siri and Alexa	Samsung ' s new AI assistant will take on Siri and Alexa Samsung is preparing to launch a digital assistant called " Bixby , " the latest product to result from the tech industry ' s obsession with artificial intelligence and the Internet of Things. Bixby will be featured on the new Galaxy Snumber , Samsung ' s head of research and development Injong Rhee said in a blog post. The Snumber launches in New York next week. Samsung is banking on the Snumber to help it recover from last year ' s embarrassing Note number debacle. The company killed off the flagship device after a recall and various fixes failed to stop some Note number s from overheating and catching fire.
1	Macron and Le Pen Spar	Macron and Le Pen Spar Anticipating French Election Runoff " With more than three weeks still to go before the first round of voting Marine Le Pen and Emmanuel Macron are already campaigning like they were the only candidates left in the race to become France ' s next president. With most recent polls suggesting anti-euro Le Pen and the centrist Macron are more than five points ahead of their nearest challenger for the two slots in the May number runoff the front-runners traded barbs over the weekend as the other candidates faded into the background. Macron called Le Pen a " a liar " over a pledge to eliminate immigration while the nationalist portrayed her rival as a puppet of the French elite. On Europe number radio on Monday she said he ' s soft on migration.
1	The writing on the wall	The writing on the wall A new exhibition explores the history of modern urban graffiti - from its roots in the inner cities of Philadelphia and New York through to the present day global graffiti movement. Masters of Invention - at the Lettering Arts Centre in Suffolk - looks at the emergence of simple personal tags in the late number s to highly intricate contemporary forms of this urban art. It is curated by Errol Donald - a former graffiti artist whose work below was displayed in the UK ' s first exhibition dedicated to graffiti in Bristol more than number years ago.
1	Students Experiment With Drones for 4-H National Youth Science Day	Students Experiment With Drones for number -H National Youth Science Day More than number , number K-number students across the country experimented with engineering , coding and design in the number -H National Youth Science Day " Drone Discovery Challenge " Wednesday. Students worked in groups overseen by volunteers to explore the science behind drones and apply it to real-world problems. Younger students experimented with drone engineering and design , while high schoolers learned about computer coding for remote sensors and unmanned flight. Students didn ' t experiment with actual drones. To keep costs down , they used items from a number -H kit , like a paper plate and foam airplane , to learn about the concepts of flight and remote sensing. The only real technological item is the remote sensor.
1	Frankfurt Is Cheapest Brexit Option for Housing Bankers	Frankfurt Is Cheapest Brexit Option for Housing Bankers Brexit bankers fleeing London take note : Frankfurt is the cheapest major financial center in the European Union to live and work according to property broker Savills Plc. The combined annual cost of renting an apartment and the per-employee office space expense totaled just under number number euros ( $ number number ) in the German city less than half that of Paris. Frankfurt is emerging as the favored destination for investment banks such as Goldman Sachs Group Inc. that need hubs within the EU after Britain withdraws from the bloc.
1	Arne Duncan Blasts Trump Administration Over Transgender Guidance	Arne Duncan Blasts Trump Administration Over Transgender Guidance Former Education Secretary Arne Duncan has blasted the Trump administration ' s decision to repeal guidance that sought to ensure transgender students have access to a bathroom that matches their gender identity. " This week ' s decision by the Trump administration to withdraw guidance to school communities about how to protect transgender students reflects a fundamental misunderstanding of the federal role in protecting the civil rights of students , " Duncan and Catherine Lhamon , former assistant education secretary for civil rights , wrote in an op-ed in the The Washington Post. " Worse yet , it confuses states and school districts , and puts real , live children at greater risk of harm.
1	Following YouTube gaffe, AT&T, Verizon may pull most of their ads from Google	Following YouTube gaffe , AT&T , Verizon may pull most of their ads from Google After their ads appeared next to extremist content on YouTube , telecom companies AT&T and Verizon said they were going to pull their ads from the video site. But the fallout may go further than just YouTube. Google ' s Chief Business Officer Phillip Schindler issued an apology on the company ' s blog on Monday , saying the practice is unacceptable. " We know that this is unacceptable to the advertisers and agencies who put their trust in us , " Schindler wrote in the blog statement.
1	Solar-powered 'skin' could make prosthetics more real	Solar-powered ' skin ' could make prosthetics more real Many people try to stay out of the sun. But if a new type of solar-powered electronic skin makes its way onto prosthetics , wearers will definitely want those rays shining on their limbs. Researchers are already working to create smart skin that embeds sensors that mimic the tactile feedback of human skin , making it possible for amputees to feel pressure , temperature and even dampness. But how to power the futuristic material ? A team from the University of Glasgow in the UK has come up with a version that harnesses the sun ' s rays. Because it produces its own energy from a natural source , the engineers say , the electronic skin would operate longer than similar materials powered by batteries or tethered to a power source that would also limit portability , clearly a key feature of any everyday prosthetic or touch-sensitive robot on the go.
1	Wilfried Zaha hits back at Southgate's 'timescale' claim over England selection	Wilfried Zaha hits back at Southgate ' s ' timescale ' claim over England selection Wilfried Zaha has rejected Gareth Southgate ' s suggestion that he had imposed a timescale to be selected again by England effectively holding the national team to ransom and has defended his right to instead represent the country of his birth Ivory Coast. The Crystal Palace forward who had been capped by England in friendlies against Sweden and Scotland during Roy Hodgson ' s tenure as manager was infuriated by Southgate ' s comments in the aftermath of the World Cup qualifying victory against Lithuania on Sunday. Zaha issued a statement through his representative Will Salthouse of Unique Sports Management on Tuesday and implied disappointment that England ' s recently appointed permanent manager had made public details of a meeting held with the winger in December.
1	The oldest Vespa in existence is up for auction	The oldest Vespa in existence is up for auction If you dream of zipping around Rome on a classic Vespa like Audrey Hepburn , then listen up. The world ' s oldest Vespa is up for auction. The scooter is from Piaggio ' s " number Series " with the serial number number , making it the third prototype of number made by the famous company. Because the first two have since gone to scooter heaven , number is now the oldest Vespa. When the auction is over , the deep-pocketed owner won ' t win just a museum piece , because this Vespa still runs.
1	Jason Witten signs new four-year deal with Dallas Cowboys	Jason Witten signs new four-year deal with Dallas Cowboys Dallas tight end Jason Witten has signed a four-year contract extension that virtually guarantees the number -year veteran will spend his entire career with the Cowboys. The deal Witten signed on Tuesday runs through to number and leaves the final year of the two-time All Pro ' s current contract intact. The extension has a maximum value of $ number m with no new guaranteed money and gives the Cowboys the flexibility to restructure and create about $ number m in salary cap space. Witten who turns number in May is one of two tight ends in NFL history with at least number number catches and number number yards receiving. The other is Tony Gonzalez who retired in number after number seasons.
1	Russia Can Wait for $70 Oil Before Returning to Arctic Waters	Russia Can Wait for $ number Oil Before Returning to Arctic Waters Russia can wait for a sustained recovery in oil prices before drilling again in Arctic waters relying for now on less costly regions even as rival producer Norway accelerates development of its northerly fields. " We estimate production costs for the Russian Arctic offshore in the range of $ number to $ number a barrel Energy Minister Alexander Novak said by email. These reserves are our backup stock he said before the International Arctic Forum in Russia ' s Arkhangelsk , which starts Wednesday.
1	Ex-Fox News CFO offered immunity in Roger Ailes investigation	Ex-Fox News CFO offered immunity in Roger Ailes investigation The federal investigation stemming from sexual harassment allegations made against former Fox News chief Roger Ailes took a dramatic turn on Tuesday with a report that prosecutors have offered a former network executive immunity. Mark Kranz Fox News ' chief financial officer until his retirement last August has been offered immunity from prosecution in exchange for his cooperation with the investigation two sources with knowledge of the matter confirmed to CNNMoney. The investigation centers on questions about whether number st Century Fox misled investors by hiding payments to Fox News employees who alleged that they were sexually harassed by Ailes. As CFO Kranz was directly involved in preparing the company ' s financial statements and is thus potentially a key witness in the investigation the sources said. Kranz ' s lawyer declined to comment on the matter. Spokespeople for the Department of Justice and the U.S. Attorney ' s Office for the Southern District of New York which is handling the investigation also declined to comment.
1	NYC apartment featuring David Bowie's piano on the market for $6.5 million	NYC apartment featuring David Bowie ' s piano on the market for $ number .number million The chance to play the late David Bowie ' s piano while enjoying unobstructed views of Central Park in a New York City apartment could be yours for $ number .number million. A three-bedroom two-and-a-half-bath apartment once owned by Bowie and his wife Iman went on the market on Monday. The couple sold the apartment located in the Essex House on Central Park South in number number years after they wed. Bowie ' s Yamaha piano was included in the number sale and has remained in the apartment ever since. The current sellers who did not buy the apartment from Bowie and Iman are keeping the tradition alive by including the piano in the listing price. " I would imagine it is hard to move but I think it ' s really a great catch for buyers the apartment ' s exclusive agent , Bernice Leventhal of the Corcoran Group , told ABC News. The number , number -square-foot home is used as a pied-à-terre by its current owners. It features a limestone foyer , walk-in closet , two master-sized bedrooms and a master bath with a rain shower and heated floors.
1	Bill O'Reilly apologizes after making racially charged joke about congresswoman	Bill O ' Reilly apologizes after making racially charged joke about congresswoman Fox News host Bill O ' Reilly apologized Tuesday after coming under fire for mocking a black congresswoman ' s hair. During an appearance on " Fox & Friends O ' Reilly reacted to a clip of Rep. Maxine Waters ( D-CA ) delivering a speech on the floor of the House of Representatives. I didn ' t hear a word she said O ' Reilly said of Waters. I was looking at the James Brown wig. " " If we have a picture of James Brown -- it ' s the same wig he added. The remarks were widely denounced as both racist and sexist on Twitter , where O ' Reilly ' s name was trending Tuesday morning and afternoon. In a statement Tuesday afternoon , O ' Reilly expressed regret for the remarks. As I have said many times I respect Congresswoman Maxine Waters for being sincere in her beliefs he said. I said that again today on Fox & Friends calling her ' old school. ' Unfortunately I also made a jest about her hair which was dumb. I apologize. " 
1	EU Blocks Deutsche Boerse's $14 Billion Takeover of London Stock Exchange	EU Blocks Deutsche Boerse ' s $ number Billion Takeover of London Stock Exchange European Union regulators dealt a final blow to Deutsche Boerse AG ' s planned takeover of London Stock Exchange Group Plc a symbolic block on EU-U.K. integration on the same day Britain formally serves notice of its decision to quit the EU. The $ number billion deal to create Europe ' s biggest exchange would have harmed competition in the soon-to-be number -nation EU by creating a de facto monopoly for clearing bonds and repurchase agreements the European Commission said in an emailed statement Wednesday. The decision flagged last month by LSE thwarts Deutsche Boerse ' s expansion just five years after the EU also banned a proposed tie-up with NYSE Euronext. " The commission cannot allow the creation of monopolies and that is what would have happened in this case Margrethe Vestager , the EU ' s antitrust commissioner , told reporters in Brussels. LSE was not prepared " to sell a small unit that would have removed concerns that the combined firm could have weakened rival Euronext NV. EU regulators have become increasingly tough on big deals demanding weighty concessions to eliminate overlapping businesses amid concerns that a combined firm could dominate an industry and increase prices. While this is the second time that Vestager has formally blocked a merger several transactions have been ditched over antitrust opposition.
1	Alec Baldwin says he nearly passed on playing Donald Trump on 'SNL'	Alec Baldwin says he nearly passed on playing Donald Trump on ' SNL ' Alec Baldwin has revealed that he almost passed on playing Donald Trump on " Saturday Night Live. " The actor told Vanity Fair for its April cover story that he originally passed on " SNL " producer Lorne Michaels ' offer to play Trump but changed his mind after a film role fell through. " I was supposed to do a film. And the people who were doing the film were supposed to escrow money to guarantee that I would get paid he said in a video accompanying the cover story. And they didn ' t put the money in escrow. And that ' s when I hung up and said I ' m not going to go do the movie and I ' m going to go do the thing with Lorne. And I think to myself ' What if I hadn ' t done that ? ' . It ' s turned out to be this incredible opportunity. " Baldwin ' s impression has been so popular that he has parlayed it into an upcoming satirical book and made his record number th appearance as host of " SNL " earlier this year. He talks about playing Trump working with " SNL " stars Kate McKinnon and Tina Fey and starring in the best role of his life in his new memoir " Nevertheless due out next month. Vanity Fair published an exclusive excerpt.
1	6-year-old got gun at LA-area school; families kept in dark	number -year-old got gun at LA-area school ; families kept in dark RANCHO CUCAMONGA , Calif. - Authorities learned a number -year-old brought a gun to an elementary school outside Los Angeles , but parents of other students didn ' t learn about it for nearly two weeks. The student ' s grandmother found the firearm in his backpack earlier in March. The Sun newspaper reported ( url ) that the child said he received it from another student in the Cucamonga School District , about number miles ( number kilometers ) east of Los Angeles.
1	Survey: Most Freshmen Are Not Emotionally Prepared for College	Survey : Most Freshmen Are Not Emotionally Prepared for College High school students spend years taking classes that will help them tackle the rigors of college courses. But according to a new national survey , most freshmen were unprepared for campus life in one important way : emotionally. The First Year College Experience survey , conducted by Harris Poll for The JED Foundation , Partnership for Drug-Free Kids , and The Jordan Porco Foundation , found that number percent of freshmen said they wished they had " more help getting emotionally ready for college.
1	AQAP trying to hide explosives in laptop batteries, official says	AQAP trying to hide explosives in laptop batteries , official says Washington ( CNN ) Intelligence obtained in recent weeks found that an al Qaeda affiliate was perfecting techniques for hiding explosives in batteries and battery compartments of electronic devices , according to a US official. The discovery that al Qaeda in the Arabian Peninsula was looking to exploit batteries and their compartments in laptops and other commercial electronic devices led the United States and United Kingdom to ban devices larger than a cellphone from certain flights , the US official told CNN. A US official told CNN that intelligence shows growing capability from ISIS , al Qaeda in Syria and al Shabaab as well AQAP.
1	Wi-Fi Microscopes Help Texas Students With Science	Wi-Fi Microscopes Help Texas Students With Science CORPUS CHRISTI , Texas ( AP ) - Once students began opting to trade in precious recess time for more time in the classroom , Teri Gonzalez knew the school ' s investment had paid off. " If it helps them to begin nurturing that love for science , I ' m willing to allow them more time to learn , " the fifth-grade teacher at Magee Elementary School said. The Corpus Christi Caller-Times ( url ) reports the investment comes in the form of number Wi-Fi microscopes purchased by officials at the school for its K-number student curriculum.
1	Trump welcomes Merkel after bashing her on campaign trail	Trump welcomes Merkel after bashing her on campaign trail On Friday , Merkel presses ahead with the new , arriving in Washington for her first face-to-face encounter with Trump after months of preparation and one postponement due to snow. Analysts and White House officials alike say Friday ' s sit-down will be Trump ' s most important meeting with a foreign leader since the Republican businessman took office in January. Merkel , who spoke to Trump by phone in January , pushed for an in-person meeting in order to begin developing the personal ties that she hopes will lead to effective cooperation down the road , according to a German official familiar with her planning. " Face-to-face talks are always much better than talking about each other , " Merkel told reporters in Munich recently.
1	The House just voted to wipe away the FCC's landmark Internet privacy protections	The House just voted to wipe away the FCC ' s landmark Internet privacy protections Congress sent proposed legislation to President Trump on Tuesday that wipes away landmark online privacy protections the first salvo in what is likely to become a significant reworking of the rules governing Internet access in an era of Republican dominance. In a party-line vote House Republicans freed Internet service providers such as Verizon AT&T and Comcast of protections approved just last year that had sought to limit what companies could do with information such as customer browsing habits app usage history location data and Social Security numbers. The rules also had required providers to strengthen safeguards for customer data against hackers and thieves.
1	Why Superman is missing in the 'Justice League' trailer	Why Superman is missing in the ' Justice League ' trailer After the full " Justice League " trailer dropped on Saturday many fans had one major question : " Where is Superman ? " Some said the clip which features the likes of Batman the Flash Aquaman and Wonder Woman isn ' t complete without the Man of Steel. Although he hasn ' t yet made an appearance in the " Justice League " trailers ( the first one was released last year at Comic-Con ) Henry Cavill who plays Superman is listed on IMDB in the " Justice League " cast. So he ' s coming back somehow. Furthermore the clip from this weekend was the first to feature Amy Adams who plays Clark Kent ' s love interest Lois Lane. If you recall from " Batman v Superman the Flash travels back in time and mentions Lois is the key to something. Another teaser at the end of Dawn of Justice " was the floating dirt on Superman ' s grave. This was director Zack Snyder ' s best effort to tell fans he ' s most definitely coming back. Snyder so far has been mum about these important details. Snyder did however speak to USA Today over the weekend and touched on the imminent comeback of one of the greatest heroes in comic book history. " It ' s hard to have a ' Justice League ' without Superman. That ' s how I feel about it he said. It was always a super-intriguing concept to me to have this opportunity to have him make that sacrifice but also have him be this in a weird sort of way the why of ' Justice League : ' What do you do now with him ? What does the team think ? What does the world need ? All that comes into play. It ' s fun for us but it ' ll be interesting for audiences what we do with him. " 
1	China's Tencent buys 5% stake in Tesla	China ' s Tencent buys number % stake in Tesla Chinese tech giant Tencent has spent $ number .number bn ( £number .number bn ) on buying a number % stake in electric carmaker Tesla. Tencent best known for its WeChat mobile app has been investing in a number of sectors including gaming entmt cloud computing and online financing. Tesla said the stake was passive meaning Tencent would not get a say in how the US firm was run. Shares in Tesla rose number .number % in early trading following the announcement. Tesla ' s range of electric cars has included the Model S and the Roadster which was billed as the world ' s first electric sports car. The company also specialises in battery storage and through its SolarCity subsidiary residential solar panels.
1	White House attacks Clintons in pushback against Manafort allegations	White House attacks Clintons in pushback against Manafort allegations White House press secretary Sean Spicer attacked former President Bill Clinton and former Secretary of State Hillary Clinton in response to a report raising concerns about former Trump campaign chairman Paul Manafort ' s connections to Russia. " So an url worked with a Russian entity a decade ago is subject to rampant media speculation all day long , even though the Clintons had more extensive ties , " Spicer said , as he attempted to characterize a double standard.
1	Demi Lovato does a perfect teen impression	Demi Lovato does a perfect teen impression Demi Lovato does like a totally legit impression of a teen. Lovato appeared on " The Tonight Show " Monday night an took part in Jimmy Fallon ' s reoccurring " Ew ! " skit. The requirements included wearing a ridiculously sparkly top pigtails and locking lips with a pillow plastered with singer Ed Sheeran ' s face. The pillow was dubbed a " crush cushion " by Fallon ' s character in the skit. While Lovato practiced her smooching skills with her Sheeran pillow Fallon puckered up to a pillow featuring " Extra " host Mario Lopez ' s face.
1	AT&T pulls ads from YouTube, other Google sites	AT&T pulls ads from YouTube , other Google sites AT&T doesn ' t want its name showing up next to videos promoting intolerance and hate. As a result , the carrier on Wednesday said it ' s pulling ads from YouTube and other Google " non-search platforms. " " We are deeply concerned that our ads may have appeared alongside YouTube content promoting terrorism and hate , " the company said in an email. " Until Google can ensure this won ' t happen again , we are removing our ads from Google ' s non-search platforms. " Rival Verizon told USA Today that it has also pulled its ads.
1	UK retail sales shrug off Brexit fears with February rise	UK retail sales shrug off Brexit fears with February rise Britain ' s retailers received a respite from a two-month losing streak when spending in high street stores and online bounced back in February. The Office for National Statistics said retail sales volumes were up by number .number % on January and number .number % higher than in February number . Sterling rose on the currency markets after news of the rise was announced but the ONS said the bounce back had failed to recoup all the ground lost in December and January. It noted that spending was being curtailed by higher petrol prices.In the three months to February – considered a better guide to the underlying trend than the monthly figure alone – sales were number .number % lower than in the quarter ending in November.
1	Texas Must Broaden Death-Penalty Exemption, High Court Says	Texas Must Broaden Death-Penalty Exemption , High Court Says A divided U.S. Supreme Court said Texas must broaden its death-penalty exemption for people who are intellectually disabled , ruling that the state was violating the Constitution by using outdated medical standards. The number -number ruling could mean a new sentencing hearing for Bobby James Moore , number , who was convicted of fatally shooting James McCarble during a number grocery store robbery in Houston. Writing for the majority , Justice Ruth Bader Ginsburg said that , while states have some flexibility to determine who ' s ineligible for the death penalty , they can ' t completely disregard current medical standards.
1	Why Green Party Presidential Candidate Jill Stein Doesn't Want Either Clinton or Trump in the White House	Why Green Party Presidential Candidate Jill Stein Doesn ' t Want Either Clinton or Trump in the White House Jill Stein , the presidential candidate for the Green Party , says she would be unhappy with either mainstream party candidate -- Hillary Clinton or Donald Trump -- in the White House. " No doubt , I will feel really terrible if Donald Trump becomes president. But I will also feel really terrible if Hillary Clinton becomes president , " Stein told ABC News Political Director Rick Klein and Deputy Political Director Shushannah Walshe on this week ' s " Powerhouse Politics " podcast. " Because , unfortunately , many of the really scary things Donald Trump talks about , Hillary Clinton in fact has already done , " Stein added , referring to Clinton ' s positions on Libya and affairs in the Middle East.
1	In age of Trump, Obama is the new tabloid darling	In age of Trump , Obama is the new tabloid darling Donald Trump might be the original tabloid president , but while he works long hours in Washington making phone calls from the Oval Office and wreaking havoc on Twitter , the gossip pages and fashion blogs are spilling a lot of ink chronicling his predecessor. Buoyed by their celebrity , the Obamas still attract attention when they ' re spotted on the street. But freed from the constraints of the office , their fans are now running into them on vacation , at lunch or outside SoulCycle. And those sightings , captured via iPhone camera and shared on social media , have become fodder for regular coverage in traditional gossip columns , on friendly left-leaning blogs , and in fashion magazines eager to assess the president ' s post-White House wardrobe.
1	Westinghouse Electric is filing for bankruptcy	Westinghouse Electric is filing for bankruptcy Toshiba has been hit with billions of dollars of losses from problems at Westinghouse ' s nuclear operations. The Chapter number bankruptcy filing allows Toshiba ( TOSBF ) to limit exposure to future losses at Westinghouse. The Japanese firm said in a statement Wednesday that Westinghouse will no longer be under its control and will be deconsolidated from its financial results. Westinghouse is what is left today of what was once a major industrial conglomerate that helped change the world during the late number th and early number th centuries. Founder George Westinghouse a prolific inventor started making air brakes which greatly improved the safety of train travel and freight transportation. He was a key advocate of alternating electrical current that is still used around the globe today rather than the direct current which had been pioneered by Thomas Edison.
1	School Starts Too Early In The Morning, State Lawmaker Says	School Starts Too Early In The Morning , State Lawmaker Says If Senator Anthony Portantino gets his way , California will be the first state in the nation to ensure that teenagers can go to school without sacrificing a good night ' s sleep. This week he introduced SBnumber , a bill that would require California school districts to start middle and high school classes no earlier than number : number a.m. " Every year we discuss as parents , educators , and legislators , best practices and interests of the children and education , " says Portantino. " Well , data is clear : starting the school day later improves the quality of education , health , and welfare of our children. So let ' s do it.
1	Apple cuts prices on lower-end iPads, releases red iPhones	Apple cuts prices on lower-end iPads , releases red iPhones Apple is cutting prices on two iPad models and introducing red iPhones , but the company held back on updating its higher-end iPad Pro tablets. A much-speculated number .number -inch iPad Pro didn ' t materialize , nor did new versions of existing sizes in the Pro lineup , which is aimed at businesses and creative professionals. The new devices are mostly refreshes of existing models. Apple unveiled them through press releases Tuesday rather than a staged event , as it typically does for bigger product releases.
